ceai-backend-live  | 2025-12-17T23:09:04.216911423Z [2025-12-18 01:09:04.216][Information]: [QuestionsController.GetAll][0HNHJTM9ERQLA:00000001] Begin
ceai-backend-live  | 2025-12-18T09:35:42.973672527Z [2025-12-18 11:35:42.973][Information]: [AnswersController.PostAnswer][0HNHJTM9ES0VV:00000001] Begin
ceai-backend-live  | 2025-12-18T09:35:42.976083820Z [2025-12-18 11:35:42.975][Information]: [AnswersController.PostAnswer][0HNHJTM9ES100:00000001] Begin
ceai-backend-live  | 2025-12-18T09:35:43.016917320Z [2025-12-18 11:35:43.016][Information]: [AnswersController.PostAnswer][0HNHJTM9ES101:00000001] Begin
ceai-backend-live  | 2025-12-18T09:35:43.118648585Z [2025-12-18 11:35:43.118][Information]: [AnswersController.PostAnswer][0HNHJTM9ES102:00000001] Begin
ceai-backend-live  | 2025-12-18T09:35:43.198426809Z [2025-12-18 11:35:43.198][Information]: [AnswersController.PostAnswer][0HNHJTM9ES104:00000001] Begin
ceai-backend-live  | 2025-12-18T09:35:43.198470399Z [2025-12-18 11:35:43.198][Information]: [AnswersController.PostAnswer][0HNHJTM9ES103:00000001] Begin
ceai-backend-live  | 2025-12-18T09:35:43.286741945Z info: Sentry.AspNetCore.SentryMiddleware[0]
ceai-backend-live  | 2025-12-18T09:35:43.286796499Z       Event '358ae87cc740407e9314035e3fa0fc9f' queued.
ceai-backend-live  | 2025-12-18T09:35:43.287917159Z info: Sentry.AspNetCore.SentryMiddleware[0]
ceai-backend-live  | 2025-12-18T09:35:43.287955958Z       Event 'e6eb137ad7994c06930ff84ed498ceb7' queued.
ceai-backend-live  | 2025-12-18T09:35:43.341880227Z [2025-12-18 11:35:43.341][Information]: [AnswersController.PostAnswer][0HNHJTM9ES105:00000001] Begin
ceai-backend-live  | 2025-12-18T09:35:43.341926410Z [2025-12-18 11:35:43.341][Information]: [AnswersController.PostAnswer][0HNHJTM9ES106:00000001] Begin
ceai-backend-live  | 2025-12-18T09:35:43.348347632Z [2025-12-18 11:35:43.348][Information]: [AnswersController.PostAnswer][0HNHJTM9ES107:00000001] Begin
ceai-backend-live  | 2025-12-18T09:35:43.361777036Z [2025-12-18 11:35:43.361][Information]: [AnswersController.PostAnswer][0HNHJTM9ES108:00000001] Begin
ceai-backend-live  | 2025-12-18T09:35:43.420326815Z [2025-12-18 11:35:43.420][Information]: [AnswersController.PostAnswer][0HNHJTM9ES109:00000001] Begin
ceai-backend-live  | 2025-12-18T09:35:43.420855705Z info: Sentry.AspNetCore.SentryMiddleware[0]
ceai-backend-live  | 2025-12-18T09:35:43.420893265Z       Event 'f4e589759f8246a58c1b5e26e4a2de95' queued.
ceai-backend-live  | 2025-12-18T09:35:43.429477250Z info: Sentry.AspNetCore.SentryMiddleware[0]
ceai-backend-live  | 2025-12-18T09:35:43.429515331Z       Event '84da84d289bc489195b954f2f8340cc3' queued.
ceai-backend-live  | 2025-12-18T09:35:43.479860943Z info: Sentry.AspNetCore.SentryMiddleware[0]
ceai-backend-live  | 2025-12-18T09:35:43.479910656Z       Event '7bde1e3349c74cda9f2c069a29935765' queued.
ceai-backend-live  | 2025-12-18T09:35:43.479925421Z info: Sentry.AspNetCore.SentryMiddleware[0]
ceai-backend-live  | 2025-12-18T09:35:43.479938427Z       Event '7c938ff59f864bd49921d8f7506051f0' queued.
ceai-backend-live  | 2025-12-18T09:35:43.539198774Z [2025-12-18 11:35:43.538][Information]: [AnswersController.PostAnswer][0HNHJTM9ES10A:00000001] Begin
ceai-backend-live  | 2025-12-18T09:35:43.546186975Z [2025-12-18 11:35:43.545][Information]: [AnswersController.PostAnswer][0HNHJTM9ES10D:00000001] Begin
ceai-backend-live  | 2025-12-18T09:35:43.559868255Z [2025-12-18 11:35:43.559][Information]: [AnswersController.PostAnswer][0HNHJTM9ES10C:00000001] Begin
ceai-backend-live  | 2025-12-18T09:35:43.559921550Z [2025-12-18 11:35:43.559][Information]: [AnswersController.PostAnswer][0HNHJTM9ES10B:00000001] Begin
ceai-backend-live  | 2025-12-18T09:35:43.832389273Z [2025-12-18 11:35:43.831][Information]: [AnswersController.PostAnswer][0HNHJTM9ES10E:00000001] Begin
ceai-backend-live  | 2025-12-18T09:35:43.903067607Z [2025-12-18 11:35:43.902][Information]: [AnswersController.PostAnswer][0HNHJTM9ES10F:00000001] Begin
ceai-backend-live  | 2025-12-18T09:35:43.905641128Z [2025-12-18 11:35:43.905][Information]: [AnswersController.PostAnswer][0HNHJTM9ES10G:00000001] Begin
ceai-backend-live  | 2025-12-18T09:35:43.921082232Z [2025-12-18 11:35:43.920][Information]: [AnswersController.PostAnswer][0HNHJTM9ES10H:00000001] Begin
ceai-backend-live  | 2025-12-18T09:35:43.954536414Z [2025-12-18 11:35:43.953][Information]: [AnswersController.PostAnswer][0HNHJTM9ES10I:00000001] Begin
ceai-backend-live  | 2025-12-18T09:35:43.956135912Z [2025-12-18 11:35:43.955][Information]: [AnswersController.PostAnswer][0HNHJTM9ES10J:00000001] Begin
ceai-backend-live  | 2025-12-18T09:35:43.969437919Z [2025-12-18 11:35:43.969][Information]: [AnswersController.PostAnswer][0HNHJTM9ES10L:00000001] Begin
ceai-backend-live  | 2025-12-18T09:35:43.969480266Z [2025-12-18 11:35:43.969][Information]: [AnswersController.PostAnswer][0HNHJTM9ES10K:00000001] Begin
ceai-backend-live  | 2025-12-18T09:35:44.016214430Z [2025-12-18 11:35:44.015][Information]: [AnswersController.PostAnswer][0HNHJTM9ES10M:00000001] Begin
ceai-backend-live  | 2025-12-18T09:35:44.037348696Z [2025-12-18 11:35:44.037][Information]: [AnswersController.PostAnswer][0HNHJTM9ES10N:00000001] Begin
ceai-backend-live  | 2025-12-18T09:35:44.058015097Z [2025-12-18 11:35:44.057][Information]: [AnswersController.PostAnswer][0HNHJTM9ES10O:00000001] Begin
ceai-backend-live  | 2025-12-18T09:35:44.093000904Z [2025-12-18 11:35:44.092][Information]: [AnswersController.PostAnswer][0HNHJTM9ES10P:00000001] Begin
ceai-backend-live  | 2025-12-18T09:35:44.099589616Z [2025-12-18 11:35:44.099][Information]: [AnswersController.PostAnswer][0HNHJTM9ES10Q:00000001] Begin
ceai-backend-live  | 2025-12-18T09:35:44.133335384Z [2025-12-18 11:35:44.133][Information]: [AnswersController.PostAnswer][0HNHJTM9ES10R:00000001] Begin
ceai-backend-live  | 2025-12-18T09:35:44.133375841Z [2025-12-18 11:35:44.133][Information]: [AnswersController.PostAnswer][0HNHJTM9ES10S:00000001] Begin
ceai-backend-live  | 2025-12-18T09:35:44.134261190Z info: Sentry.AspNetCore.SentryMiddleware[0]
ceai-backend-live  | 2025-12-18T09:35:44.134299545Z       Event '2d2d3b6d5e934166b7c475d6c1a13f5f' queued.
ceai-backend-live  | 2025-12-18T09:35:44.137404169Z info: Sentry.AspNetCore.SentryMiddleware[0]
ceai-backend-live  | 2025-12-18T09:35:44.137445199Z       Event 'b0ad839cac7943f583683dec5b2c243b' queued.
ceai-backend-live  | 2025-12-18T09:35:44.142953300Z info: Sentry.AspNetCore.SentryMiddleware[0]
ceai-backend-live  | 2025-12-18T09:35:44.142993844Z       Event '6edfb68091cb4dfe8d982ca7ccaae15d' queued.
ceai-backend-live  | 2025-12-18T09:35:44.143636075Z [2025-12-18 11:35:44.143][Information]: [AnswersController.PostAnswer][0HNHJTM9ES10T:00000001] Begin
ceai-backend-live  | 2025-12-18T09:35:44.143941341Z info: Sentry.AspNetCore.SentryMiddleware[0]
ceai-backend-live  | 2025-12-18T09:35:44.143980337Z       Event '5eb355f9548b473cb0b498a04ebd5cd1' queued.
ceai-backend-live  | 2025-12-18T09:35:44.143995387Z info: Sentry.AspNetCore.SentryMiddleware[0]
ceai-backend-live  | 2025-12-18T09:35:44.144008261Z       Event 'cc930a35aa5848e5b2f8d423b5014f1d' queued.
ceai-backend-live  | 2025-12-18T09:35:44.166980731Z [2025-12-18 11:35:44.166][Information]: [AnswersController.PostAnswer][0HNHJTM9ES10U:00000001] Begin
ceai-backend-live  | 2025-12-18T09:35:44.172437438Z [2025-12-18 11:35:44.172][Information]: [AnswersController.PostAnswer][0HNHJTM9ES10V:00000001] Begin
ceai-backend-live  | 2025-12-18T09:35:44.178251952Z [2025-12-18 11:35:44.177][Information]: [AnswersController.PostAnswer][0HNHJTM9ES110:00000001] Begin
ceai-backend-live  | 2025-12-18T09:35:44.180899664Z [2025-12-18 11:35:44.180][Information]: [AnswersController.PostAnswer][0HNHJTM9ES111:00000001] Begin
ceai-backend-live  | 2025-12-18T09:35:44.238814984Z [2025-12-18 11:35:44.238][Information]: [AnswersController.PostAnswer][0HNHJTM9ES112:00000001] Begin
ceai-backend-live  | 2025-12-18T09:35:44.252442371Z [2025-12-18 11:35:44.252][Information]: [AnswersController.PostAnswer][0HNHJTM9ES113:00000001] Begin
ceai-backend-live  | 2025-12-18T09:35:44.267588098Z [2025-12-18 11:35:44.267][Information]: [AnswersController.PostAnswer][0HNHJTM9ES114:00000001] Begin
ceai-backend-live  | 2025-12-18T09:35:44.305615022Z [2025-12-18 11:35:44.305][Information]: [AnswersController.PostAnswer][0HNHJTM9ES115:00000001] Begin
ceai-backend-live  | 2025-12-18T09:35:44.313604267Z [2025-12-18 11:35:44.313][Information]: [AnswersController.PostAnswer][0HNHJTM9ES116:00000001] Begin
ceai-backend-live  | 2025-12-18T09:35:44.380213007Z [2025-12-18 11:35:44.379][Information]: [AnswersController.PostAnswer][0HNHJTM9ES117:00000001] Begin
ceai-backend-live  | 2025-12-18T09:35:44.386943380Z [2025-12-18 11:35:44.386][Information]: [AnswersController.PostAnswer][0HNHJTM9ES119:00000001] Begin
ceai-backend-live  | 2025-12-18T09:35:44.387016508Z [2025-12-18 11:35:44.386][Information]: [AnswersController.PostAnswer][0HNHJTM9ES118:00000001] Begin
ceai-backend-live  | 2025-12-18T09:35:44.400504873Z [2025-12-18 11:35:44.400][Information]: [AnswersController.PostAnswer][0HNHJTM9ES11A:00000001] Begin
ceai-backend-live  | 2025-12-18T09:35:44.406080026Z [2025-12-18 11:35:44.405][Information]: [AnswersController.PostAnswer][0HNHJTM9ES11C:00000001] Begin
ceai-backend-live  | 2025-12-18T09:35:44.408188393Z [2025-12-18 11:35:44.407][Information]: [AnswersController.PostAnswer][0HNHJTM9ES11B:00000001] Begin
ceai-backend-live  | 2025-12-18T09:35:44.408315701Z [2025-12-18 11:35:44.408][Information]: [AnswersController.PostAnswer][0HNHJTM9ES11D:00000001] Begin
ceai-backend-live  | 2025-12-18T09:35:44.412468003Z [2025-12-18 11:35:44.412][Information]: [AnswersController.PostAnswer][0HNHJTM9ES11E:00000001] Begin
ceai-backend-live  | 2025-12-18T09:35:44.444025335Z [2025-12-18 11:35:44.443][Information]: [AnswersController.PostAnswer][0HNHJTM9ES11F:00000001] Begin
ceai-backend-live  | 2025-12-18T09:35:44.445354675Z [2025-12-18 11:35:44.444][Information]: [AnswersController.PostAnswer][0HNHJTM9ES11G:00000001] Begin
ceai-backend-live  | 2025-12-18T09:35:44.482374969Z [2025-12-18 11:35:44.482][Information]: [AnswersController.PostAnswer][0HNHJTM9ES11H:00000001] Begin
ceai-backend-live  | 2025-12-18T09:35:44.496874588Z [2025-12-18 11:35:44.496][Information]: [AnswersController.PostAnswer][0HNHJTM9ES11L:00000001] Begin
ceai-backend-live  | 2025-12-18T09:35:44.496914112Z [2025-12-18 11:35:44.496][Information]: [AnswersController.PostAnswer][0HNHJTM9ES11K:00000001] Begin
ceai-backend-live  | 2025-12-18T09:35:44.503912492Z [2025-12-18 11:35:44.503][Information]: [AnswersController.PostAnswer][0HNHJTM9ES11J:00000001] Begin
ceai-backend-live  | 2025-12-18T09:35:44.504203592Z [2025-12-18 11:35:44.503][Information]: [AnswersController.PostAnswer][0HNHJTM9ES11I:00000001] Begin
ceai-backend-live  | 2025-12-18T09:35:44.511920364Z [2025-12-18 11:35:44.511][Information]: [AnswersController.PostAnswer][0HNHJTM9ES11M:00000001] Begin
ceai-backend-live  | 2025-12-18T09:35:44.521498413Z [2025-12-18 11:35:44.521][Information]: [AnswersController.PostAnswer][0HNHJTM9ES11N:00000001] Begin
ceai-backend-live  | 2025-12-18T09:35:44.558993070Z [2025-12-18 11:35:44.558][Information]: [AnswersController.PostAnswer][0HNHJTM9ES11O:00000001] Begin
ceai-backend-live  | 2025-12-18T09:35:44.568989286Z [2025-12-18 11:35:44.568][Information]: [AnswersController.PostAnswer][0HNHJTM9ES11P:00000001] Begin
ceai-backend-live  | 2025-12-18T09:35:44.569050726Z [2025-12-18 11:35:44.568][Information]: [AnswersController.PostAnswer][0HNHJTM9ES11Q:00000001] Begin
ceai-backend-live  | 2025-12-18T09:35:44.580875914Z [2025-12-18 11:35:44.580][Information]: [AnswersController.PostAnswer][0HNHJTM9ES11R:00000001] Begin
ceai-backend-live  | 2025-12-18T09:35:44.637460213Z [2025-12-18 11:35:44.637][Information]: [AnswersController.PostAnswer][0HNHJTM9ES11S:00000001] Begin
ceai-backend-live  | 2025-12-18T09:35:44.637577077Z [2025-12-18 11:35:44.637][Information]: [AnswersController.PostAnswer][0HNHJTM9ES11T:00000001] Begin
ceai-backend-live  | 2025-12-18T09:35:44.638926673Z [2025-12-18 11:35:44.638][Information]: [AnswersController.PostAnswer][0HNHJTM9ES11U:00000001] Begin
ceai-backend-live  | 2025-12-18T09:35:44.725201511Z [2025-12-18 11:35:44.724][Information]: [AnswersController.PostAnswer][0HNHJTM9ES11V:00000001] Begin
ceai-backend-live  | 2025-12-18T09:35:44.725644411Z [2025-12-18 11:35:44.725][Information]: [AnswersController.PostAnswer][0HNHJTM9ES120:00000001] Begin
ceai-backend-live  | 2025-12-18T09:35:44.725704042Z [2025-12-18 11:35:44.725][Information]: [AnswersController.PostAnswer][0HNHJTM9ES122:00000001] Begin
ceai-backend-live  | 2025-12-18T09:35:44.725730288Z [2025-12-18 11:35:44.725][Information]: [AnswersController.PostAnswer][0HNHJTM9ES121:00000001] Begin
ceai-backend-live  | 2025-12-18T09:35:44.764976944Z [2025-12-18 11:35:44.764][Information]: [AnswersController.PostAnswer][0HNHJTM9ES123:00000001] Begin
ceai-backend-live  | 2025-12-18T09:35:44.784064288Z [2025-12-18 11:35:44.783][Information]: [AnswersController.PostAnswer][0HNHJTM9ES124:00000001] Begin
ceai-backend-live  | 2025-12-18T09:35:44.829965333Z [2025-12-18 11:35:44.829][Information]: [AnswersController.PostAnswer][0HNHJTM9ES125:00000001] Begin
ceai-backend-live  | 2025-12-18T09:35:44.841976046Z [2025-12-18 11:35:44.841][Information]: [AnswersController.PostAnswer][0HNHJTM9ES126:00000001] Begin
ceai-backend-live  | 2025-12-18T09:35:44.852273786Z [2025-12-18 11:35:44.851][Information]: [AnswersController.PostAnswer][0HNHJTM9ES127:00000001] Begin
ceai-backend-live  | 2025-12-18T09:35:44.888307313Z [2025-12-18 11:35:44.887][Information]: [AnswersController.PostAnswer][0HNHJTM9ES128:00000001] Begin
ceai-backend-live  | 2025-12-18T09:35:44.909679307Z [2025-12-18 11:35:44.909][Information]: [AnswersController.PostAnswer][0HNHJTM9ES129:00000001] Begin
ceai-backend-live  | 2025-12-18T09:35:44.910487382Z [2025-12-18 11:35:44.910][Information]: [AnswersController.PostAnswer][0HNHJTM9ES12A:00000001] Begin
ceai-backend-live  | 2025-12-18T09:35:44.911997103Z [2025-12-18 11:35:44.911][Information]: [AnswersController.PostAnswer][0HNHJTM9ES12B:00000001] Begin
ceai-backend-live  | 2025-12-18T09:35:44.983427069Z [2025-12-18 11:35:44.983][Information]: [AnswersController.PostAnswer][0HNHJTM9ES12C:00000001] Begin
ceai-backend-live  | 2025-12-18T09:35:44.993267363Z [2025-12-18 11:35:44.993][Information]: [AnswersController.PostAnswer][0HNHJTM9ES12D:00000001] Begin
ceai-backend-live  | 2025-12-18T09:35:44.993308178Z [2025-12-18 11:35:44.993][Information]: [AnswersController.PostAnswer][0HNHJTM9ES12E:00000001] Begin
ceai-backend-live  | 2025-12-18T09:35:45.002605494Z [2025-12-18 11:35:45.002][Information]: [AnswersController.PostAnswer][0HNHJTM9ES12H:00000001] Begin
ceai-backend-live  | 2025-12-18T09:35:45.002646734Z [2025-12-18 11:35:45.002][Information]: [AnswersController.PostAnswer][0HNHJTM9ES12G:00000001] Begin
ceai-backend-live  | 2025-12-18T09:35:45.011691207Z [2025-12-18 11:35:45.011][Information]: [AnswersController.PostAnswer][0HNHJTM9ES12F:00000001] Begin
ceai-backend-live  | 2025-12-18T09:35:45.025196099Z [2025-12-18 11:35:45.024][Information]: [AnswersController.PostAnswer][0HNHJTM9ES12I:00000001] Begin
ceai-backend-live  | 2025-12-18T09:35:45.071481783Z [2025-12-18 11:35:45.071][Information]: [AnswersController.PostAnswer][0HNHJTM9ES12K:00000001] Begin
ceai-backend-live  | 2025-12-18T09:35:45.071521210Z [2025-12-18 11:35:45.071][Information]: [AnswersController.PostAnswer][0HNHJTM9ES12J:00000001] Begin
ceai-backend-live  | 2025-12-18T09:35:45.073780860Z [2025-12-18 11:35:45.073][Information]: [AnswersController.PostAnswer][0HNHJTM9ES12L:00000001] Begin
ceai-backend-live  | 2025-12-18T09:35:45.084477146Z [2025-12-18 11:35:45.084][Information]: [AnswersController.PostAnswer][0HNHJTM9ES12M:00000001] Begin
ceai-backend-live  | 2025-12-18T09:35:45.119718248Z [2025-12-18 11:35:45.119][Information]: [AnswersController.PostAnswer][0HNHJTM9ES12N:00000001] Begin
ceai-backend-live  | 2025-12-18T09:35:45.168544900Z [2025-12-18 11:35:45.168][Information]: [AnswersController.PostAnswer][0HNHJTM9ES12O:00000001] Begin
ceai-backend-live  | 2025-12-18T09:35:47.496520873Z [2025-12-18 11:35:47.496][Information]: [AnswersController.PostAnswer][0HNHJTM9ES12P:00000001] Begin
ceai-backend-live  | 2025-12-18T09:35:48.351089196Z info: Sentry.AspNetCore.SentryMiddleware[0]
ceai-backend-live  | 2025-12-18T09:35:48.351159707Z       Event 'a57c707536e64e19a4b029aca0211c59' queued.
ceai-backend-live  | 2025-12-18T09:35:48.351177134Z info: Sentry.AspNetCore.SentryMiddleware[0]
ceai-backend-live  | 2025-12-18T09:35:48.351193361Z       Event 'f35bef44c8564de8a9d2bf41c2dae3be' queued.
ceai-backend-live  | 2025-12-18T09:35:48.352859786Z info: Sentry.AspNetCore.SentryMiddleware[0]
ceai-backend-live  | 2025-12-18T09:35:48.352922843Z       Event '8613186efdbe40ba99a67e07673e77ba' queued.
ceai-backend-live  | 2025-12-18T09:35:54.594275811Z info: Sentry.AspNetCore.SentryMiddleware[0]
ceai-backend-live  | 2025-12-18T09:35:54.594350394Z       Event '36c63aca3ac94668b00a1c9b48755a9d' queued.
ceai-backend-live  | 2025-12-18T09:35:54.846915237Z [2025-12-18 11:35:54.846][Information]: [AnswersController.PostAnswer][0HNHJTM9ES12R:00000001] Begin
ceai-backend-live  | 2025-12-18T09:35:57.584857597Z info: Sentry.AspNetCore.SentryMiddleware[0]
ceai-backend-live  | 2025-12-18T09:35:57.584922580Z       Event '0d7f15e7b575447997b05fcf9f1674ba' queued.
ceai-backend-live  | 2025-12-18T09:35:57.592354774Z info: Sentry.AspNetCore.SentryMiddleware[0]
ceai-backend-live  | 2025-12-18T09:35:57.592401568Z       Event '3f3cbebcc1a7448c88b2f30d1de6ce85' queued.
ceai-backend-live  | 2025-12-18T09:35:59.327928661Z info: Sentry.AspNetCore.SentryMiddleware[0]
ceai-backend-live  | 2025-12-18T09:35:59.327979724Z       Event '5aacdf64a5e1428eba63f9bb158b5dfa' queued.
ceai-backend-live  | 2025-12-18T09:35:59.329886251Z info: Sentry.AspNetCore.SentryMiddleware[0]
ceai-backend-live  | 2025-12-18T09:35:59.329923778Z       Event '2da949b8f3c442f39e79f54a79436c5d' queued.
ceai-backend-live  | 2025-12-18T09:36:04.314195087Z info: Sentry.AspNetCore.SentryMiddleware[0]
ceai-backend-live  | 2025-12-18T09:36:04.314279607Z       Event '528e64be3f5a4ff3a77b5a2488dec6df' queued.
ceai-backend-live  | 2025-12-18T09:36:04.318694514Z info: Sentry.AspNetCore.SentryMiddleware[0]
ceai-backend-live  | 2025-12-18T09:36:04.318740962Z       Event '10ed3928f0c04402a404f43c19aadd34' queued.
ceai-backend-live  | 2025-12-18T09:36:04.333164613Z info: Sentry.AspNetCore.SentryMiddleware[0]
ceai-backend-live  | 2025-12-18T09:36:04.333217293Z       Event '3dbe038373d449d7a2bd4dcf408ae6aa' queued.
ceai-backend-live  | 2025-12-18T09:36:04.537017809Z info: Sentry.AspNetCore.SentryMiddleware[0]
ceai-backend-live  | 2025-12-18T09:36:04.537065346Z       Event '887db5921f1f4e8abe16ce0ac19f9e8b' queued.
ceai-backend-live  | 2025-12-18T09:36:04.539123183Z info: Sentry.AspNetCore.SentryMiddleware[0]
ceai-backend-live  | 2025-12-18T09:36:04.539165786Z       Event '7a57b1ebb7d24a08874417f9adfac0e5' queued.
ceai-backend-live  | 2025-12-18T09:36:05.156585176Z info: Sentry.AspNetCore.SentryMiddleware[0]
ceai-backend-live  | 2025-12-18T09:36:05.156646950Z       Event '67ec0186664a419db2a90133419c667e' queued.
ceai-backend-live  | 2025-12-18T09:36:05.158941999Z info: Sentry.AspNetCore.SentryMiddleware[0]
ceai-backend-live  | 2025-12-18T09:36:05.158980559Z       Event 'ae31802edc934067ad9f6d35d04f061a' queued.
ceai-backend-live  | 2025-12-18T09:36:05.159738861Z info: Sentry.AspNetCore.SentryMiddleware[0]
ceai-backend-live  | 2025-12-18T09:36:05.159827861Z       Event 'a3c3c64e5447493f8850aa76a94922c7' queued.
ceai-backend-live  | 2025-12-18T09:36:11.233187554Z [2025-12-18 11:36:11.232][Information]: [AnswersController.PostAnswer][0HNHJTM9ES12V:00000001] Begin
ceai-backend-live  | 2025-12-18T09:36:11.233261020Z [2025-12-18 11:36:11.232][Information]: [AnswersController.PostAnswer][0HNHJTM9ES12U:00000001] Begin
ceai-backend-live  | 2025-12-18T09:36:13.187412795Z info: Sentry.AspNetCore.SentryMiddleware[0]
ceai-backend-live  | 2025-12-18T09:36:13.187487132Z       Event 'e566d0a47ee7497894632cdb2a6b804a' queued.
ceai-backend-live  | 2025-12-18T09:36:13.314056387Z info: Sentry.AspNetCore.SentryMiddleware[0]
ceai-backend-live  | 2025-12-18T09:36:13.314125528Z       Event 'eceaba36994c4995a99be59d09a46131' queued.
ceai-backend-live  | 2025-12-18T09:36:13.315230862Z info: Sentry.AspNetCore.SentryMiddleware[0]
ceai-backend-live  | 2025-12-18T09:36:13.315299922Z       Event 'a93ba6dc00174149a036414bfe77f1ae' queued.
ceai-backend-live  | 2025-12-18T09:36:15.059466263Z info: Sentry.AspNetCore.SentryMiddleware[0]
ceai-backend-live  | 2025-12-18T09:36:15.059552523Z       Event '9bb42c99b531487e99be6d7aaf88e983' queued.
ceai-backend-live  | 2025-12-18T09:36:17.091571269Z info: Sentry.AspNetCore.SentryMiddleware[0]
ceai-backend-live  | 2025-12-18T09:36:17.091632759Z       Event '69f512ca0c9147309268fa595e85bcc0' queued.
ceai-backend-live  | 2025-12-18T09:36:17.092087865Z info: Sentry.AspNetCore.SentryMiddleware[0]
ceai-backend-live  | 2025-12-18T09:36:17.092131999Z       Event '569a8409e47a496b9a961d28b5747606' queued.
ceai-backend-live  | 2025-12-18T09:36:17.093452632Z info: Sentry.AspNetCore.SentryMiddleware[0]
ceai-backend-live  | 2025-12-18T09:36:17.093491985Z       Event '80cbe0906d1b40a48feadf842f34b1cc' queued.
ceai-backend-live  | 2025-12-18T09:36:18.314685429Z info: Sentry.AspNetCore.SentryMiddleware[0]
ceai-backend-live  | 2025-12-18T09:36:18.314754856Z       Event 'f814affaf4754831bc6a920186e0419f' queued.
ceai-backend-live  | 2025-12-18T09:36:18.328388819Z info: Sentry.AspNetCore.SentryMiddleware[0]
ceai-backend-live  | 2025-12-18T09:36:18.328430360Z       Event '370be683bb47439da3e78280b8ed445f' queued.
ceai-backend-live  | 2025-12-18T09:36:18.328908550Z info: Sentry.AspNetCore.SentryMiddleware[0]
ceai-backend-live  | 2025-12-18T09:36:18.328952810Z       Event '64e724e1d1204bd2a354d7a25d70920c' queued.
ceai-backend-live  | 2025-12-18T09:36:18.331390860Z info: Sentry.AspNetCore.SentryMiddleware[0]
ceai-backend-live  | 2025-12-18T09:36:18.331432134Z       Event '261ed6079bb14a1a9e21fc500de48b3a' queued.
ceai-backend-live  | 2025-12-18T09:36:18.332290146Z info: Sentry.AspNetCore.SentryMiddleware[0]
ceai-backend-live  | 2025-12-18T09:36:18.332329327Z       Event '8afce692a03f4ff8aaa9ed91c1c7fc5c' queued.
ceai-backend-live  | 2025-12-18T09:36:18.333005537Z info: Sentry.AspNetCore.SentryMiddleware[0]
ceai-backend-live  | 2025-12-18T09:36:18.333043051Z       Event '30ff460d41ca4e12bdde5d4ced76d450' queued.
ceai-backend-live  | 2025-12-18T09:36:22.367183732Z [2025-12-18 11:36:22.366][Information]: [AnswersController.PostAnswer][0HNHJTM9ES131:00000001] Begin
ceai-backend-live  | 2025-12-18T09:36:22.374484317Z info: Sentry.AspNetCore.SentryMiddleware[0]
ceai-backend-live  | 2025-12-18T09:36:22.374506838Z       Event 'd99b7d3841504bec98dfa0b190c143f3' queued.
ceai-backend-live  | 2025-12-18T09:36:22.376281064Z info: Sentry.AspNetCore.SentryMiddleware[0]
ceai-backend-live  | 2025-12-18T09:36:22.376335909Z       Event 'f47b7b6931bc4f6e829c69acf589649e' queued.
ceai-backend-live  | 2025-12-18T09:36:22.392791428Z info: Sentry.AspNetCore.SentryMiddleware[0]
ceai-backend-live  | 2025-12-18T09:36:22.392825965Z       Event 'e35269a6a3514e6185b833a735b7718f' queued.
ceai-backend-live  | 2025-12-18T09:36:23.099362896Z [2025-12-18 11:36:23.098][Information]: [AnswersController.PostAnswer][0HNHJTM9ES132:00000001] Begin
ceai-backend-live  | 2025-12-18T09:36:23.099423856Z [2025-12-18 11:36:23.099][Information]: [AnswersController.PostAnswer][0HNHJTM9ES133:00000001] Begin
ceai-backend-live  | 2025-12-18T09:36:23.099439283Z [2025-12-18 11:36:23.099][Information]: [AnswersController.PostAnswer][0HNHJTM9ES135:00000001] Begin
ceai-backend-live  | 2025-12-18T09:36:23.099478800Z [2025-12-18 11:36:23.099][Information]: [AnswersController.PostAnswer][0HNHJTM9ES134:00000001] Begin
ceai-backend-live  | 2025-12-18T09:36:23.100944306Z [2025-12-18 11:36:23.100][Information]: [AnswersController.PostAnswer][0HNHJTM9ES136:00000001] Begin
ceai-backend-live  | 2025-12-18T09:36:23.104515135Z [2025-12-18 11:36:23.104][Information]: [AnswersController.PostAnswer][0HNHJTM9ES139:00000001] Begin
ceai-backend-live  | 2025-12-18T09:36:23.105230036Z [2025-12-18 11:36:23.104][Information]: [AnswersController.PostAnswer][0HNHJTM9ES138:00000001] Begin
ceai-backend-live  | 2025-12-18T09:36:23.122423387Z [2025-12-18 11:36:23.122][Information]: [AnswersController.PostAnswer][0HNHJTM9ES137:00000001] Begin
ceai-backend-live  | 2025-12-18T09:36:23.137048379Z [2025-12-18 11:36:23.136][Information]: [AnswersController.PostAnswer][0HNHJTM9ES13A:00000001] Begin
ceai-backend-live  | 2025-12-18T09:36:23.138026367Z [2025-12-18 11:36:23.137][Information]: [AnswersController.PostAnswer][0HNHJTM9ES13C:00000001] Begin
ceai-backend-live  | 2025-12-18T09:36:23.140265921Z [2025-12-18 11:36:23.139][Information]: [AnswersController.PostAnswer][0HNHJTM9ES13D:00000001] Begin
ceai-backend-live  | 2025-12-18T09:36:23.140746741Z [2025-12-18 11:36:23.140][Information]: [AnswersController.PostAnswer][0HNHJTM9ES13B:00000001] Begin
